110698730016,5.28
110698730039,6.32
110698830051,4.56
110698830053,2.88
110698830056,3.36
110698830059,6.84
110698830063,8.68
110698830065,5.36
110698830067,5.24
110698830069,4.08
110698830071,4.76
110698830073,6.12
110698830079,10.96
110698930092,5.92
110698930096,9.72
110698930100,10.12
110698930108,6.6
110698930113,8.64
110698930117,9.04
110699030128,9.32
110699030131,9.76
110699030135,6.76
110699030138,10.96
110699030142,6.48
110699030146,8.4
110699130150,11.36
110699130162,11.0
110699130166,10.64
110699130169,7.64
110699130179,10.96
110699130188,5.76
110699130193,10.68
110699130197,8.56
110699230205,8.0
110699230217,9.2
110699230221,9.24
110699230224,9.28
110699230230,7.56
110699230232,8.28
110699330235,9.2
110699330237,7.6
110699330238,9.32
110699330239,9.28
110699330240,7.16
110699330241,9.8
110699430242,4.56
110699430243,4.08
110699430245,4.52
110699430246,4.84
110699430248,5.48
110699430252,5.08
110699430254,4.8
110699430256,4.16
110699430258,4.96
110699430262,6.2
1127341129655,3.72
1127341129656,5.16
1127341129657,5.96
1127341129658,4.08
1127341129659,4.4
1127341129660,5.16
1127341129661,5.04
1127341129662,5.68
1127341129663,5.8
1127341129664,4.32
1127342129667,6.16
1127342129668,3.92
1127342129669,6.08
1127342129670,5.24
1127342129671,4.84
1127342129672,7.08
1127342129673,7.2
1127343129676,0.88
1127343129677,5.8
1127343129678,5.64
1127343129679,5.92
1127343129680,6.6
1127343129681,5.16
1127343129682,5.64
1127343129683,6.08
1127344127587,1.96
1127344129685,0.48
1127344129686,4.56
1127344129688,5.28
1127344129689,4.4
1127344129690,6.12
1127344129691,6.84
1127344129692,5.36
1127344129693,4.76
1127345127588,4.32
1127345129695,6.16
1127345129697,6.84
1127345129698,5.68
1127345129700,5.0
1127345129701,5.24
1127345129702,3.84
1127345129703,5.68
1127345129704,5.44
1127345129705,5.12
1127346127589,5.32
1127346129706,5.0
1127346129707,6.24
1127346129708,6.88
1127346129709,6.44
1127346129710,5.0
1127346129712,5.72
1127347129714,0.56
1127347129715,4.36
1127347129716,3.32
1127347129717,5.88
1127347129719,5.12
1127347129720,5.36
1127348127591,3.6
1127348129725,5.24
1127348129726,4.56
1127348129729,6.28
1127348129730,6.32
1127349129734,5.2
1127349129735,5.12
1127349129736,5.08
1127349129739,7.16
1127350127593,5.6
1127350129746,5.36
1127350129747,6.12
1127351129752,0.68
1127351129753,5.52
1127351129754,5.08
1127351129756,5.6
1127351129757,4.68
1127351129758,4.72
1127351129760,6.56
1127352129767,5.76
1127353129781,4.84
1127354129797,5.16
1127354129799,6.32
1127355129783,6.36
1127355129784,5.96
1127355129786,3.92
